,highly_variable
AC027319.1,False
PLIN3,False
ARRDC5,False
UHRF1,False
KDM4B,False
PTPRS,True
AC022517.1,False
AC005790.1,False
ZNRF4,False
TINCR,False
SAFB2,False
SAFB,False
RPL36,False
MICOS13,False
HSD11B1L,False
LONP1,False
CATSPERD,False
PRR22,False
DUS3L,False
NRTN,False
FUT6,False
FUT3,False
AC024592.2,False
FUT5,False
NDUFA11,False
AC024592.1,False
VMAC,False
AC104532.2,False
CAPS,False
RANBP3,False
AC011444.1,False
RFX2,False
AC011444.2,False
AC011444.3,False
ACSBG2,False
MLLT1,False
AC011471.2,False
ACER1,False
AC011491.3,False
CLPP,False
ALKBH7,False
PSPN,False
GTF2F1,False
AC011491.2,False
KHSRP,False
SLC25A41,False
SLC25A23,False
CRB3,False
DENND1C,False
AC010503.4,False
TUBB4A,False
AC010503.2,False
AC010503.1,False
TNFSF9,False
CD70,True
TNFSF14,False
C3,False
AC008760.2,False
GPR108,False
TRIP10,False
AC008760.1,False
SH2D3A,False
VAV1,False
ADGRE1,False
AC025278.1,False
MBD3L2B,False
MBD3L5,False
MBD3L4,False
MBD3L2,False
MBD3L3,False
ZNF557,False
INSR,False
AC119396.1,False
AC119396.2,False
ARHGEF18,False
PEX11G,False
TEX45,True
ZNF358,False
AC008878.4,False
MCOLN1,False
PNPLA6,False
CAMSAP3,False
XAB2,False
PET100,False
PCP2,False
AC008763.1,False
STXBP2,False
RETN,False
MCEMP1,False
TRAPPC5,False
FCER2,True
CLEC4G,False
CD209,False
CLEC4M,False
EVI5L,False
PRR36,False
AC010336.3,False
LRRC8E,False
AC010336.1,False
MAP2K7,False
AC010336.4,False
TGFBR3L,False
AC010336.2,False
SNAPC2,False
CTXN1,False
AC010336.5,False
TIMM44,False
AC010336.8,False
ELAVL1,False
AC010336.6,False
AC008946.1,True
CCL25,False
FBN3,False
CERS4,False
AC022146.2,True
CD320,False
NDUFA7,False
RPS28,False
KANK3,False
ANGPTL4,False
RAB11B-AS1,False
RAB11B,False
MARCH2,False
AC136469.1,False
HNRNPM,False
PRAM1,False
ZNF414,False
MYO1F,False
AC092316.1,False
ADAMTS10,False
AC130469.1,False
LINC01862,False
ACTL9,False
OR2Z1,False
ZNF558,False
AC008734.1,False
MBD3L1,False
AC008734.2,False
MUC16,False
OR1M1,False
OR7G2,False
OR7G1,False
OR7G3,False
ZNF317,False
OR7D2,False
OR7D4,False
OR7E24,False
ZNF699,False
AC011451.1,False
ZNF559,False
ZNF177,False
AC011451.3,False
ZNF266,False
AC011451.4,False
ZNF560,False
AC008567.2,False
AC008567.3,False
ZNF426,False
ZNF426-DT,False
ZNF121,False
ZNF561,False
ZNF561-AS1,False
ZNF562,False
AC008759.3,False
AC008759.2,False
ZNF846,True
AC008752.1,False
FBXL12,False
UBL5,False
AC008752.2,False
PIN1,False
OLFM2,False
COL5A3,False
AC008742.1,False
RDH8,False
SHFL,False
AC020931.1,False
ANGPTL6,False
PPAN,False
P2RY11,False
EIF3G,False
DNMT1,False
S1PR2,False
MRPL4,False
AC011511.2,False
AC011511.3,False
ICAM1,False
AC011511.5,True
ICAM4,False
ICAM5,False
ZGLP1,True
FDX2,False
RAVER1,False
AC114271.1,False
ICAM3,False
TYK2,False
CDC37,False
PDE4A,False
KEAP1,False
AC011461.1,False
S1PR5,True
ATG4D,False
KRI1,False
CDKN2D,False
AP1M2,False
SLC44A2,False
ILF3-DT,False
ILF3,False
QTRT1,False
DNM2,False
TMED1,False
C19orf38,False
CARM1,False
YIPF2,False
TIMM29,False
SMARCA4,False
AC011442.1,False
LDLR,False
SPC24,False
KANK2,False
DOCK6,False
AC011472.1,False
AC011472.4,False
ANGPTL8,False
TSPAN16,False
AC011472.2,False
RAB3D,False
AC011472.3,False
TMEM205,False
CCDC159,False
PLPPR2,False
AC024575.1,False
SWSAP1,False
EPOR,False
RGL3,False
CCDC151,False
PRKCSH,False
ELAVL3,False
ZNF653,False
ECSIT,False
CNN1,False
ELOF1,False
ZNF627,False
ACP5,False
AC008543.1,False
ZNF823,False
AC008543.3,False
ZNF441,False
AC008543.5,True
ZNF491,False
ZNF440,True
AC008543.4,False
ZNF439,False
ZNF69,False
ZNF700,False
AC008770.3,False
ZNF763,False
ZNF433-AS1,False
ZNF433,False
ZNF878,False
ZNF844,False
ZNF20,False
ZNF625,False
ZNF136,False
ZNF44,False
ZNF563,False
ZNF442,True
ZNF799,False
ZNF443,False
AC008758.2,False
ZNF709,False
ZNF564,False
AC010422.4,False
AC010422.1,False
ZNF490,False
ZNF791,False
MAN2B1,False
WDR83,False
WDR83OS,False
AC010422.7,False
DHPS,False
AC010422.2,False
GNG14,False
FBXW9,False
AC018761.4,False
TNPO2,False
AC018761.1,False
TRIR,False
GET3,False
BEST2,False
HOOK2,False
AC018761.3,False
JUNB,False
PRDX2,False
AC018761.2,False
THSD8,False
RNASEH2A,False
RTBDN,False
AC020934.1,False
MAST1,True
DNASE2,False
AC020934.2,False
KLF1,False
GCDH,False
SYCE2,True
FARSA,False
FARSA-AS1,False
CALR,False
AC092069.1,False
RAD23A,False
GADD45GIP1,False
DAND5,False
NFIX,False
AC138474.1,False
AC007787.1,False
LYL1,False
TRMT1,False
NACC1,False
AC005546.1,False
AC011446.1,False
STX10,False
IER2,False
AC011446.3,False
AC011446.2,False
CACNA1A,False
CCDC130,False
MRI1,False
AC008686.1,False
C19orf53,False
ZSWIM4,False
AC020916.2,False
AC020916.1,True
NANOS3,False
C19orf57,False
CC2D1A,False
PODNL1,False
DCAF15,False
RFX1,False
AC022098.4,False
RLN3,False
AC022098.2,False
IL27RA,False
PALM3,False
MISP3,False
C19orf67,False
SAMD1,False
PRKACA,False
AC022098.3,False
ASF1B,False
AC022098.1,True
ADGRL1,False
AC011509.3,False
AC011509.2,False
AC011509.1,False
LINC01841,False
LINC01842,False
ADGRE5,False
AC008569.1,False
DDX39A,False
PKN1,False
AC008569.2,True
PTGER1,False
GIPC1,False
DNAJB1,False
TECR,False
NDUFB7,False
CLEC17A,True
ADGRE3,False
ZNF333,False
ADGRE2,True
OR7C1,False
OR7A5,False
OR7A10,False
OR7A17,False
OR7C2,False
SLC1A6,False
CCDC105,False
CASP14,False
OR1I1,False
SYDE1,False
ILVBL,False
AC003956.1,False
NOTCH3,False
AC004257.1,False
EPHX3,False
BRD4,False
AC005776.2,False
AKAP8,False
AC005785.1,False
AKAP8L,False
WIZ,False
RASAL3,False
PGLYRP2,False
CYP4F22,False
AC093072.1,False
CYP4F8,False
CYP4F3,False
CYP4F12,False
OR10H2,False
OR10H3,False
AC004597.1,False
OR10H5,False
OR10H1,False
LINC01764,False
UCA1,False
CYP4F2,False
CYP4F11,False
OR10H4,False
LINC00661,False
LINC00905,False
LINC01855,False
TPM4,False
AC008894.1,False
RAB8A,False
AC008894.2,False
HSH2D,False
CIB3,False
FAM32A,False
AC020911.1,False
AC020911.3,False
AP1M1,False
AC020911.2,False
KLF2,False
AC020917.3,False
EPS15L1,False
AC020917.2,False
CALR3,False
C19orf44,False
CHERP,False
AC008764.6,False
SLC35E1,False
AC008764.3,False
AC008764.5,False
AC008764.8,False
MED26,False
AC008764.7,False
AC008764.2,False
AC024075.3,False
SMIM7,False
AC024075.2,False
AC024075.1,False
TMEM38A,False
NWD1,False
AC008737.3,False
SIN3B,False
AC008737.1,False
F2RL3,False
CPAMD8,False
AC020908.2,False
HAUS8,False
AC020908.1,False
MYO9B,False
AC020908.3,False
AC020913.1,False
AC020913.3,False
AC020913.2,False
USE1,False
OCEL1,False
NR2F6,False
USHBP1,False
BABAM1,False
ANKLE1,False
ABHD8,False
MRPL34,False
AC010463.3,False
DDA1,False
ANO8,False
GTPBP3,False
PLVAP,False
AC010463.2,False
CCDC194,False
BST2,False
BISPR,False
MVB12A,False
AC010319.4,False
AC010319.3,False
TMEM221,True
AC010319.5,False
NXNL1,False
SLC27A1,False
AC010618.3,False
PGLS,False
AC010618.2,False
NIBAN3,True
COLGALT1,False
UNC13A,False
AC008761.2,False
MAP1S,False
AC008761.1,False
FCHO1,False
B3GNT3,False
INSL3,False
JAK3,False
RPL18A,False
SLC5A5,False
CCDC124,False
KCNN1,False
ARRDC2,False
IL12RB1,False
MAST3,False
AC007192.2,False
PIK3R2,False
IFI30,True
MPV17L2,False
RAB3A,False
AC005759.1,False
PDE4C,False
AC008397.1,False
IQCN,False
JUND,False
LSM4,False
PGPEP1,False
GDF15,False
LRRC25,False
SSBP4,False
ISYNA1,False
AC010335.1,False
ELL,False
AC005387.1,False
FKBP8,False
AC005387.2,False
KXD1,False
AC005253.1,False
AC005253.2,False
UBA52,False
CRLF1,False
REX1BD,False
TMEM59L,False
KLHL26,True
CRTC1,False
COMP,False
UPF1,False
GDF1,False
CERS1,False
AC005197.1,False
COPE,False
DDX49,False
HOMER3,False
HOMER3-AS1,False
SUGP2,False
ARMC6,False
SLC25A42,False
TMEM161A,False
MEF2B,False
BORCS8,False
RFXANK,False
NR2C2AP,False
NCAN,False
HAPLN4,False
TM6SF2,False
SUGP1,False
MAU2,False
GATAD2A,False
AC092067.1,False
TSSK6,False
NDUFA13,False
YJEFN3,False
CILP2,False
PBX4,False
AC002306.1,False
LPAR2,False
GMIP,False
ATP13A1,False
ZNF101,False
ZNF14,False
AC011477.8,False
LINC00663,False
AC011477.9,True
ZNF506,False
AC011477.2,False
ZNF253,False
AC011477.3,False
ZNF93,False
ZNF682,True
ZNF90,False
AC011447.3,False
ZNF486,False
AC008554.1,True
ZNF737,False
AC010636.1,False
ZNF626,False
AC010329.1,False
ZNF66,False
ZNF85,True
AC008739.1,False
ZNF430,False
ZNF714,False
ZNF431,False
ZNF708,False
ZNF738,False
ZNF493,False
AC010615.2,False
LINC00664,False
ZNF429,False
AC123912.1,False
AC123912.4,False
AC123912.2,False
ZNF100,False
AC092364.1,False
ZNF43,False
ZNF208,True
AC003973.1,False
ZNF257,False
ZNF676,False
AC073539.1,False
AC073539.3,False
ZNF729,False
ZNF98,False
AC011516.1,False
AC025811.1,False
AC011467.7,False
AC011467.1,False
LINC01233,False
LINC01785,False
ZNF492,False
AC024563.1,False
ZNF99,True
ZNF723,False
AC022145.1,False
ZNF728,False
LINC01859,False
LINC01858,False
AC074135.2,False
AC074135.1,False
ZNF730,False
ZNF724,False
AC092329.4,False
ZNF91,False
AC010300.1,False
LINC01224,False
ZNF675,False
ZNF681,False
AC139769.2,True
AC011503.4,False
ZNF726,False
AC011503.1,False
AC011503.2,False
AC092279.1,False
ZNF254,False
AC073534.2,False
ERVK-28,False
LINC00662,True
AC006504.1,False
AC006504.5,False
AC006504.7,False
AC006504.2,False
AC010511.1,False
AC020905.1,False
AC005580.1,True
AC093074.1,False
AC005307.1,False
AC005381.1,False
AC005394.1,False
AC005616.1,False
AC079466.2,False
AC079466.1,False
AC007795.1,False
LINC00906,False
AC008991.1,False
AC011524.1,False
AC011524.2,False
LINC01532,False
AC011505.1,False
UQCRFS1,False
AC007786.1,False
AC007786.2,False
AC007786.3,False
AC007786.4,False
AC011474.1,False
AC011474.3,False
AC011474.2,False
VSTM2B,False
POP4,False
PLEKHF1,False
C19orf12,True
AC008798.3,False
CCNE1,False
AC008798.2,False
URI1,False
AC008507.2,False
AC008507.4,False
AC008507.5,False
AC005597.1,False
ZNF536,False
AC011478.1,False
AC011507.1,False
LINC01834,False
AC020897.1,False
AC020912.1,False
TSHZ3,True
LINC01791,False
AC025809.1,False
AC008992.1,False
AC008794.1,False
LINC02841,False
AC011525.1,False
AC011525.2,False
LINC01837,False
LINC01533,False
LINC01782,False
AC011518.1,False
AC074139.1,False
ZNF507,False
AC007773.1,False
DPY19L3,False
PDCD5,False
ANKRD27,False
AC008474.1,False
RGS9BP,False
AC008736.1,False
NUDT19,False
AC008736.2,False
TDRD12,False
SLC7A9,True
AC008805.2,False
CEP89,False
FAAP24,False
RHPN2,True
GPATCH1,False
WDR88,False
LRP3,False
AC008738.1,False
AC008738.7,False
SLC7A10,False
AC008738.4,False
AC008738.6,False
AC008738.3,False
CEBPA,False
AC008738.5,False
CEBPA-DT,False
AC008738.2,False
CEBPG,False
PEPD,False
AC010485.1,False
CHST8,False
KCTD15,False
AC008556.1,False
AC016587.1,False
LSM14A,False
KIAA0355,False
AC010504.1,False
GPI,False
PDCD2L,False
AC008747.1,False
UBA2,False
WTIP,False
SCGB1B2P,False
SCGB2B2,True
AC020910.2,False
ZNF302,False
AC020910.5,False
ZNF181,False
ZNF599,False
LINC01801,False
AC008555.1,False
AC008555.2,False
AC008555.4,False
AC008555.5,False
LINC01838,False
ZNF30-AS1,False
ZNF30,False
ZNF792,False
GRAMD1A,False
AC020907.3,False
AC020907.4,False
SCN1B,False
HPN,False
HPN-AS1,False
AC020907.1,False
FXYD3,False
LGI4,False
FXYD1,False
FXYD7,False
FXYD5,False
FAM187B,False
LSR,False
AC002128.2,False
AC002128.1,False
USF2,False
HAMP,False
MAG,False
CD22,True
U62631.1,False
FFAR1,False
FFAR3,False
GPR42,False
LINC01531,False
AC002511.2,False
AC002511.1,False
FFAR2,False
KRTDAP,False
DMKN,False
SBSN,True
GAPDHS,False
TMEM147-AS1,False
TMEM147,False
ATP4A,False
AD000090.1,False
PMIS2,False
LINC01766,False
AC002115.1,False
HAUS5,False
RBM42,False
ETV2,False
COX6B1,False
UPK1A,False
UPK1A-AS1,False
ZBTB32,False
KMT2B,False
IGFLR1,False
U2AF1L4,False
PSENEN,False
AD000671.3,False
LIN37,False
AC002398.2,False
HSPB6,False
PROSER3,False
AC002398.1,False
ARHGAP33,False
PRODH2,False
NPHS1,False
KIRREL2,False
APLP1,False
NFKBID,False
HCST,False
TYROBP,False
LRFN3,False
AF038458.3,False
AF038458.2,False
SDHAF1,False
SYNE4,False
ALKBH6,False
AC002116.2,False
CLIP3,False
THAP8,False
WDR62,False
OVOL3,False
POLR2I,False
TBCB,False
CAPNS1,False
AD001527.1,False
COX7A1,False
ZNF565,False
ZNF146,False
AC092296.2,True
LINC00665,False
ZFP14,False
AC092296.1,False
AC092296.4,False
ZFP82,False
ZNF566,False
AC092295.2,False
ZNF260,False
AC092295.1,False
ZNF529,False
ZNF529-AS1,False
ZNF382,False
ZNF461,False
AC074138.1,False
LINC01534,False
ZNF567,False
ZNF850,False
AC020928.1,False
AC020928.2,False
ZNF790-AS1,True
ZNF790,False
ZNF345,False
ZNF829,False
ZNF568,False
ZNF420,False
AC010632.1,False
AC010632.2,False
ZNF585A,False
AC012309.2,False
ZNF585B,False
ZNF383,False
AC016590.1,False
LINC01535,False
AC016590.4,False
ZNF875,False
AC016590.3,False
AC016590.2,False
ZNF527,False
ZNF569,False
ZNF570,False
ZNF793-AS1,False
AC022148.2,False
ZNF793,True
AC022148.1,False
ZNF571-AS1,False
ZNF540,False
ZNF571,False
ZFP30,False
ZNF781,False
ZNF607,False
AC093227.1,True
AC093227.3,True
ZNF573,False
WDR87,False
SIPA1L3,True
AC008395.1,False
AC011465.1,False
AC011479.3,False
AC011479.2,False
DPF1,False
SPINT2,False
PPP1R14A,True
AC011479.4,False
YIF1B,False
C19orf33,False
KCNK6,False
CATSPERG,False
AC005625.1,False
PSMD8,False
GGN,False
AC005789.1,False
SPRED3,True
FAM98C,False
RASGRP4,False
RYR1,False
AC067969.2,False
AC067969.1,False
MAP4K1,False
AC008649.1,False
EIF3K,False
ACTN4,False
AC008649.2,False
CAPN12,True
AC022144.1,False
LGALS7,False
LGALS7B,False
LGALS4,False
ECH1,False
AC104534.1,False
HNRNPL,False
AC008982.2,False
RINL,False
AC011455.1,False
SIRT2,False
NFKBIB,False
CCER2,False
SARS2,False
MRPS12,False
ERVK9-11,False
FBXO17,False
AC011455.6,False
FBXO27,False
AC010605.1,False
ACP7,False
PAK4,False
AC011443.1,False
NCCRP1,False
SYCN,False
IFNL3,False
IFNL2,False
IFNL1,False
LRFN1,False
AC011445.1,False
GMFG,False
AC011445.2,False
SAMD4B,False
PAF1,False
MED29,False
ZFP36,False
PLEKHG2,True
RPS16,False
SUPT5H,False
TIMM50,False
DLL3,False
SELENOV,False
EID2B,False
AC011500.3,False
EID2,False
LGALS13,False
LGALS16,False
LGALS14,False
CLC,False
LEUTX,False
AC005393.1,False
DYRK1B,False
FBL,False
FCGBP,False
PSMC4,False
ZNF546,False
ZNF780B,False
ZNF780A,False
AC005614.1,False
MAP3K10,False
TTC9B,False
CNTD2,False
AKT2,False
AC118344.1,False
C19orf47,False
PLD3,False
HIPK4,False
PRX,True
SERTAD1,False
AC010271.2,False
SERTAD3,False
AC010271.1,False
BLVRB,False
SPTBN4,False
SHKBP1,False
LTBP4,False
NUMBL,False
COQ8B,False
ITPKC,False
C19orf54,False
SNRPA,False
MIA,True
RAB4B,False
AC008537.4,False
EGLN2,False
AC008537.2,False
CYP2A6,False
CYP2A7,False
AC092071.1,False
CYP2B6,False
CYP2A13,False
CYP2F1,True
CYP2S1,False
AXL,False
AC011510.1,False
HNRNPUL1,False
TGFB1,False
AC011462.5,False
CCDC97,False
TMEM91,False
B9D2,False
AC011462.4,False
EXOSC5,False
BCKDHA,False
AC011462.3,False
AC011462.2,False
B3GNT8,False
DMAC2,False
ERICH4,False
PCAT19,False
AC243960.3,False
LINC01480,False
AC243960.1,False
CEACAM21,False
CEACAM4,False
CEACAM7,False
CEACAM5,False
CEACAM6,False
AC243967.2,False
CEACAM3,False
AC243967.3,False
LYPD4,False
DMRTC2,False
RPS19,False
CD79A,True
ARHGEF1,False
ERFL,False
RABAC1,False
ATP1A3,False
GRIK5,False
ZNF574,False
POU2F2,False
AC010247.1,False
AC010247.2,False
DEDD2,False
ZNF526,False
GSK3A,False
ERF,False
CIC,False
PAFAH1B3,False
PRR19,False
TMEM145,False
MEGF8,False
CNFN,False
LIPE-AS1,False
LIPE,False
AC011497.1,False
CXCL17,False
CEACAM1,False
CEACAM8,False
PSG3,False
PSG8,False
PSG8-AS1,False
PSG1,False
PSG6,False
PSG7,False
AC004784.1,False
PSG11,False
PSG2,False
AC005392.1,False
PSG5,False
PSG4,False
PSG9,False
AC005392.2,False
CD177,False
AC005392.3,False
TEX101,False
LYPD3,False
PHLDB3,True
ETHE1,False
ZNF575,False
XRCC1,False
L34079.2,False
L34079.3,False
PINLYP,False
IRGQ,False
ZNF576,False
SRRM5,False
ZNF428,False
CADM4,False
PLAUR,True
IRGC,False
SMG9,False
KCNN4,False
LYPD5,False
AC115522.1,False
ZNF283,False
ZNF404,False
AC006213.2,False
AC006213.7,False
AC006213.3,False
ZNF45,False
ZNF221,False
ZNF155,False
AC006213.4,False
AC006213.5,False
AC006213.1,False
ZNF230,False
AC067968.2,False
ZNF222,False
ZNF223,False
ZNF284,False
ZNF224,False
AC021092.1,False
ZNF225,False
ZNF234,False
AC138470.2,False
ZNF226,False
ZNF227,False
ZNF235,False
ZNF233,False
ZNF112,False
ZNF285,False
ZNF229,False
ZNF180,False
CEACAM20,False
AC245748.3,False
IGSF23,False
AC243964.3,False
PVR,False
CEACAM19,False
CEACAM16,False
BCL3,False
CBLC,False
AC092306.1,False
BCAM,False
NECTIN2,False
AC011481.2,False
TOMM40,False
APOE,False
APOC1,False
APOC4,False
APOC2,False
AC011481.1,False
CLPTM1,False
RELB,False
CLASRP,False
ZNF296,False
GEMIN7-AS1,False
GEMIN7,False
MARK4,True
PPP1R37,False
AC005757.1,False
NKPD1,False
TRAPPC6A,False
BLOC1S3,False
EXOC3L2,False
CKM,False
KLC3,False
ERCC2,False
PPP1R13L,False
CD3EAP,False
ERCC1,False
FOSB,False
RTN2,False
PPM1N,False
VASP,False
OPA3,False
GPR4,False
EML2,False
EML2-AS1,False
GIPR,False
SNRPD2,False
QPCTL,False
FBXO46,False
BHMG1,False
SIX5,False
AC074212.1,False
DM1-AS,False
DMPK,False
DMWD,False
RSPH6A,True
SYMPK,False
AC092301.1,False
FOXA3,False
IRF2BP1,False
MYPOP,False
NANOS2,False
NOVA2,False
CCDC61,False
PGLYRP1,False
AC007785.3,False
IGFL4,False
AC007785.1,False
IGFL3,False
IGFL2,False
AC006262.2,False
IGFL2-AS1,False
AC006262.1,False
AC006262.3,False
IGFL1,False
HIF3A,False
AC007193.2,False
PPP5C,False
AC007193.1,True
AC007193.3,False
CCDC8,False
PNMA8C,False
PNMA8A,False
PPP5D1,False
PNMA8B,False
AC011484.1,False
AC093503.1,False
CALM3,False
AC093503.2,False
PTGIR,False
GNG8,True
DACT3,False
DACT3-AS1,False
PRKD2,False
STRN4,False
AC008635.1,False
FKRP,False
SLC1A5,False
AC008622.2,False
AP2S1,False
ARHGAP35,False
NPAS1,False
TMEM160,False
ZC3H4,False
SAE1,False
BBC3,False
AC008532.1,False
CCDC9,False
INAFM1,False
C5AR1,True
C5AR2,False
DHX34,False
MEIS3,False
SLC8A2,False
AC073548.2,False
KPTN,False
NAPA-AS1,False
NAPA,False
ZNF541,False
AC010519.1,False
AC010331.1,False
BICRA,False
BICRA-AS1,False
EHD2,False
NOP53,False
NOP53-AS1,False
SELENOW,False
TPRX1,False
CRX,False
LINC01595,False
SULT2A1,False
BSPH1,False
ELSPBP1,False
CABP5,True
PLA2G4C,False
PLA2G4C-AS1,False
LIG1,True
AC011466.3,True
AC011466.2,False
ZSWIM9,False
CARD8,False
AC011466.1,False
CARD8-AS1,False
ZNF114-AS1,False
ZNF114,False
CCDC114,False
EMP3,False
TMEM143,True
SYNGR4,False
KDELR1,False
GRIN2D,False
GRWD1,False
KCNJ14,False
AC008403.2,False
CYTH2,False
LMTK3,False
AC008403.3,True
SULT2B1,True
FAM83E,False
SPACA4,False
RPL18,False
AC022154.1,False
SPHK2,False
DBP,False
CA11,False
NTN5,False
FUT2,False
MAMSTR,False
RASIP1,False
IZUMO1,False
FUT1,False
FGF21,False
BCAT2,False
AC026803.3,False
HSD17B14,False
PLEKHA4,False
PPP1R15A,False
TULP2,False
NUCB1,False
NUCB1-AS1,False
AC026803.1,False
DHDH,False
BAX,False
AC026803.2,False
FTL,False
GYS1,False
RUVBL2,False
LHB,False
AC008687.4,False
CGB3,False
CGB2,False
CGB1,False
CGB5,False
CGB8,False
CGB7,False
AC008687.2,False
NTF4,False
AC008687.3,False
KCNA7,False
SNRNP70,False
LIN7B,False
C19orf73,True
PPFIA3,False
HRC,False
TRPM4,False
SLC6A16,False
AC011450.1,False
CD37,False
TEAD2,False
AC010524.1,False
DKKL1,False
AC010643.1,False
CCDC155,False
PTH2,False
GFY,False
SLC17A7,False
PIH1D1,False
ALDH16A1,False
FLT3LG,False
RPL13A,False
RPS11,False
FCGRT,False
RCN3,False
NOSIP,False
PRRG2,False
PRR12,False
AC011495.2,False
RRAS,False
SCAF1,False
IRF3,False
BCL2L12,False
PRMT1,False
ADM5,False
AC011495.3,False
CPT1C,False
TSKS,False
AP2A1,False
FUZ,False
AC006942.1,False
MED25,False
PTOV1-AS1,False
PTOV1,False
AC018766.1,False
PTOV1-AS2,False
PNKP,False
AKT1S1,False
TBC1D17,False
IL4I1,False
NUP62,False
ATF5,False
SIGLEC11,False
VRK3,False
ZNF473,False
AC010624.3,False
AC010624.1,False
AC010624.2,False
AC010624.5,False
IZUMO2,False
MYH14,False
AC008655.1,False
KCNC3,False
NR1H2,False
NAPSA,False
AC008655.2,False
POLD1,False
SPIB,True
MYBPC2,False
FAM71E1,False
EMC10,False
AC020909.3,False
AC020909.2,False
JOSD2,False
ASPDH,False
LRRC4B,False
AC008743.1,False
SYT3,True
C19orf81,False
SHANK1,False
CLEC11A,False
GPR32,False
AC010325.1,False
ACP4,False
AC010325.2,False
C19orf48,False
KLK1,False
KLK15,False
AC011523.1,False
KLK3,False
KLK2,False
KLK4,False
KLK5,False
AC011483.2,False
KLK6,False
AC011483.1,False
KLK7,False
KLK8,False
KLK9,False
KLK10,False
AC011473.2,False
KLK11,False
KLK12,False
AC011473.3,False
AC011473.1,False
KLK13,False
KLK14,False
CTU1,False
SIGLEC9,False
SIGLEC7,False
AC063977.6,True
CD33,False
SIGLECL1,False
AC063977.3,False
LINC01872,False
IGLON5,False
VSIG10L,False
AC008750.3,False
AC008750.4,False
ETFB,False
AC008750.5,False
CLDND2,False
NKG7,True
LIM2,False
C19orf84,False
AC008750.7,False
SIGLEC10,False
AC008750.1,False
AC008750.2,False
SIGLEC8,False
CEACAM18,False
SIGLEC12,False
SIGLEC6,False
AC020914.1,False
ZNF175,False
AC018755.1,False
SIGLEC5,False
AC018755.4,False
SIGLEC14,False
SPACA6P-AS,False
SPACA6,False
HAS1,False
FPR1,False
FPR2,False
AC018755.5,False
FPR3,False
ZNF577,False
AC006272.1,False
ZNF649-AS1,False
ZNF649,False
ZNF613,False
ZNF350-AS1,False
ZNF350,False
ZNF615,False
ZNF614,False
ZNF432,False
AC011468.5,False
AC011468.1,False
ZNF841,False
ZNF616,False
AC011468.3,False
ZNF836,False
AC010320.1,False
PPP2R1A,False
AC010320.2,False
